"Method","Time (ms)","Own Time (ms)"
"mb.statix.spec.PreSolvedConstraint.doVisitFreeVars(Action1) PreSolvedConstraint.java","85","19"
"mb.nabl2.terms.matching.VarProvider$1.freshVar(ITermVar) VarProvider.java","83","0"
"mb.nabl2.terms.substitution.FreshVars.fresh(ITermVar) FreshVars.java","83","0"
"mb.statix.spec.ApplyRelaxed.lambda$0(FreshVars, ITermVar) ApplyRelaxed.java","83","0"
"mb.statix.spec.ApplyRelaxed$$Lambda$556.apply(Object)","83","0"
"com.google.common.collect.LinkedListMultimap.create() LinkedListMultimap.java","82","82"
"mb.statix.constraints.Constraints.conjoin(Iterable) Constraints.java","82","0"
"io.usethesource.capsule.core.PersistentTrieMap.<init>(PersistentTrieMap$AbstractMapNode, int, int) PersistentTrieMap.java","82","66"
"mb.nabl2.terms.substitution.PersistentSubstitution.lambda$7(IConsTerm) PersistentSubstitution.java","81","0"
"mb.nabl2.terms.substitution.PersistentSubstitution$$Lambda$763.apply(Object)","81","0"
"com.google.common.collect.RegularImmutableSet.iterator() RegularImmutableSet.java","81","81"
"io.usethesource.capsule.core.PersistentTrieMap$TransientTrieMap$$Lambda$367.equals(Object, Object)","80","0"
"mb.nabl2.terms.matching.TermMatch$M.stringValue() TermMatch.java","80","29"
"io.usethesource.capsule.core.PersistentTrieSet$BitmapIndexedSetNode.hasPayload() PersistentTrieSet.java","79","31"
"mb.nabl2.terms.build.ITermBuild.newAppl(String, Iterable) ITermBuild.java","79","0"
"mb.nabl2.terms.build.Appl1Term.getOp() Appl1Term.java","78","78"
"mb.nabl2.terms.matching.PatternAs.matchTerm(ITerm, ISubstitution$Transient, IUnifier$Immutable, Pattern$Eqs) PatternAs.java","78","0"
"com.google.common.collect.ImmutableList$Builder.addAll(Iterable) ImmutableList.java","77","77"
"mb.p_raffrayi.impl.AbstractUnit.lambda$12(Tuple2) AbstractUnit.java","77","10"
"mb.p_raffrayi.impl.AbstractUnit$$Lambda$916.apply(Object)","77","0"
"mb.p_raffrayi.impl.AbstractUnit.canAnswer(Object) AbstractUnit.java","77","0"
"mb.statix.solver.persistent.Solver.preEntail(IState$Immutable, ICompleteness$Immutable, IConstraint) Solver.java","77","0"
"mb.statix.concurrent.StatixLibrary.lambda$1(Map, Scope) StatixLibrary.java","77","5"
"mb.statix.concurrent.StatixLibrary$$Lambda$569.apply(Object)","77","0"
"mb.nabl2.terms.build.AStringTerm.equals(Object) AStringTerm.java","76","76"
"java.lang.StringBuilder.append(int) StringBuilder.java","76","76"
"java.util.HashSet.remove(Object) HashSet.java","76","76"
"io.usethesource.capsule.core.PersistentTrieSet$CompactSetNode.nodeOf(AtomicReference, int, Object, int) PersistentTrieSet.java","76","5"
"java.util.ArrayList$Itr.hasNext() ArrayList.java","76","83"
"java.lang.invoke.MethodHandleNatives.linkMethodHandleConstant(Class, int, Class, String, Object) MethodHandleNatives.java","76","76"
"io.usethesource.capsule.core.PersistentTrieSet$AbstractTransientTrieSet$$Lambda$454.equals(Object, Object)","76","17"
"mb.nabl2.terms.matching.TermMatch$M$$Lambda$362.get$Lambda(Function1)","75","75"
"org.metaborg.util.collection.HashTrieRelation3.get(Object, Object) HashTrieRelation3.java","75","0"
"io.usethesource.capsule.core.PersistentTrieSet$BitmapIndexedSetNode.hasNodes() PersistentTrieSet.java","75","75"
"mb.scopegraph.oopsla20.terms.newPath.ResolutionPath.hashCode() ResolutionPath.java","74","0"
"mb.nabl2.terms.matching.NilPattern.lambda$0(Pattern$Eqs, IListTerm) NilPattern.java","74","9"
"mb.nabl2.terms.matching.NilPattern$$Lambda$709.apply(Object)","74","0"
"mb.statix.solver.Delay.<init>(Iterable, Iterable) Delay.java","74","27"
"mb.nabl2.terms.matching.ConsPattern$$Lambda$741.apply(Object)","74","7"
"mb.statix.constraints.CConj.cause() CConj.java","74","2"
"mb.p_raffrayi.impl.TypeCheckerUnit$$Lambda$926.apply(Object)","74","6"
"io.usethesource.capsule.core.PersistentTrieSet$$Lambda$304.equals(Object, Object)","74","36"
"mb.p_raffrayi.impl.Broker.run(String, PRaffrayiSettings, ITypeChecker, IScopeImpl, Iterable, boolean, IUnitResult, ICancel, IProgress, int) Broker.java","73","0"
"mb.statix.constraints.messages.Message.lambda$2(ISubstitution$Immutable, IMessagePart) Message.java","73","37"
"mb.statix.constraints.messages.Message$$Lambda$829.apply(Object)","73","0"
"io.usethesource.capsule.util.collection.AbstractSpecialisedImmutableMap.entryOf(Object, Object) AbstractSpecialisedImmutableMap.java","73","73"
"mb.p_raffrayi.impl.AbstractUnit.getOwner(Object) AbstractUnit.java","73","25"
"mb.p_raffrayi.impl.AbstractUnit.reply(Object, Object, int, Set) AbstractUnit.java","73","8"
"mb.nabl2.terms.unification.u.BaseUnifier.lambda$11(Set, Map, Ref, IConsTerm) BaseUnifier.java","73","0"
"mb.nabl2.terms.unification.u.BaseUnifier$$Lambda$1024.apply(Object)","73","0"
"mb.nabl2.terms.build.ConsTerm.isGround() ConsTerm.java","72","20"
"mb.p_raffrayi.impl.AbstractUnit$1$$Lambda$1110.apply(Object, Object)","72","0"
"mb.scopegraph.ecoop21.ResolutionInterpreter$1.caseShadow(RVar, RVar) ResolutionInterpreter.java","72","0"
"mb.scopegraph.ecoop21.ResolutionInterpreter$1.caseShadow(RVar, RVar) ResolutionInterpreter.java","72","0"
"mb.scopegraph.resolution.RShadow.match(RExp$Cases) RShadow.java","72","0"
"io.usethesource.capsule.core.AbstractTransientTrieSetMultimap.__remove(Object, Object) AbstractTransientTrieSetMultimap.java","71","0"
"io.usethesource.capsule.core.PersistentTrieSetMultimap$CompactSetMultimapNode.removed(AtomicReference, Object, Object, int, int, MultimapResult, EqualityComparator) PersistentTrieSetMultimap.java","71","10"
"io.usethesource.capsule.core.PersistentTrieSetMultimap$CompactSetMultimapNode.removed(AtomicReference, Object, Object, int, int, MultimapResult, EqualityComparator) PersistentTrieSetMultimap.java","71","0"
"org.metaborg.util.collection.HashTrieRelation3$Transient.remove(Object, Object, Object) HashTrieRelation3.java","71","0"
"io.usethesource.capsule.core.PersistentTrieSet.of(Object) PersistentTrieSet.java","71","0"
"org.metaborg.util.collection.MultiSetMap$Transient.<init>(Map$Transient) MultiSetMap.java","71","34"
"mb.nabl2.terms.matching.TermMatch$M.lambda$177(ITerm, ITerm) TermMatch.java","71","16"
"mb.nabl2.terms.matching.TermMatch$M$$Lambda$197.apply(Object)","71","0"
"io.usethesource.capsule.core.PersistentTrieMap.keyIterator() PersistentTrieMap.java","71","0"
"mb.statix.concurrent.SolverState.builder() SolverState.java","71","71"
"io.usethesource.capsule.factory.DefaultSetFactory.of() DefaultSetFactory.java","70","0"
"io.usethesource.capsule.Set$Immutable.of() Set.java","70","0"
"mb.statix.solver.completeness.Completeness$Transient.freeze() Completeness.java","70","0"
"mb.statix.solver.completeness.Completeness$Transient.freeze() Completeness.java","70","30"
"mb.nabl2.terms.matching.ConsPattern.asTerm(Action2, Function1) ConsPattern.java","70","0"
"io.usethesource.capsule.core.PersistentTrieSet$BitmapIndexedSetNode.nodeArity() PersistentTrieSet.java","70","59"
"org.metaborg.util.future.CompletedFuture.compose(CheckedFunction2) CompletedFuture.java","70","0"
"mb.p_raffrayi.impl.AbstractUnit$1.lambda$2(ScopePath, IQuery, DataWf, IQueryAnswer) AbstractUnit.java","70","0"
"io.usethesource.capsule.core.PersistentTrieSet$AbstractTransientTrieSet.iterator() PersistentTrieSet.java","70","4"
"com.google.common.collect.AbstractMultiset.add(Object) AbstractMultiset.java","69","65"
"mb.statix.solver.StateUtil.asConstraint(IUniDisunifier) StateUtil.java","69","4"
"mb.statix.concurrent.ProjectTypeChecker.run(IIncrementalTypeCheckerContext, List) ProjectTypeChecker.java","69","0"
"io.usethesource.capsule.core.PersistentTrieMap$CompactMapNode.index(int, int, int) PersistentTrieMap.java","69","58"
"mb.nabl2.terms.substitution.FreshVars$$Lambda$314.test(Object)","68","35"
"com.google.common.collect.AbstractIndexedListIterator.hasNext() AbstractIndexedListIterator.java","68","68"
"org.metaborg.util.log.LoggerUtils.setContextId(String) LoggerUtils.java","68","0"
"org.slf4j.MDC.put(String, String) MDC.java","68","39"
"org.metaborg.util.collection.MultiSet$Immutable.addAll(Iterable) MultiSet.java","68","0"
"org.metaborg.util.collection.MultiSet$Immutable.union(MultiSet$Immutable, MultiSet$Immutable) MultiSet.java","68","0"
"mb.nabl2.terms.matching.TermMatch$M.lambda$140(Function1, ITerm, IUnifier) TermMatch.java","68","4"
"mb.nabl2.terms.matching.TermMatch$M$$Lambda$40.match(ITerm, IUnifier)","68","0"
"mb.nabl2.terms.stratego.ATermOrigin.copy(ITerm, ITerm) ATermOrigin.java","68","2"
"mb.statix.constraints.CTrue.unsafeApply(ISubstitution$Immutable) CTrue.java","68","68"
"io.usethesource.capsule.core.PersistentTrieMap$TransientTrieMap$1.<init>(PersistentTrieMap$TransientTrieMap) PersistentTrieMap.java","68","68"
"mb.p_raffrayi.impl.UnitProcess.hashCode() UnitProcess.java","68","68"
"io.usethesource.capsule.core.PersistentTrieSetMultimap$AbstractSetMultimapNode.categoryArrayView0(int) PersistentTrieSetMultimap.java","68","43"
"io.usethesource.capsule.core.PersistentTrieSetMultimap$AbstractSetMultimapNode.dataArray(int, int) PersistentTrieSetMultimap.java","68","0"
"mb.p_raffrayi.impl.TypeCheckerUnit.lambda$17(IQueryAnswer) TypeCheckerUnit.java","68","0"
"mb.nabl2.terms.unification.u.PersistentUnifier$Immutable$Unify.lambda$7(IApplTerm, ITermVar) PersistentUnifier.java","67","15"
"mb.nabl2.terms.unification.u.PersistentUnifier$Immutable$Unify$$Lambda$802.apply(Object)","67","0"
"mb.p_raffrayi.impl.QueryAnswer.<init>(Env, Iterable, Iterable) QueryAnswer.java","67","0"
"mb.p_raffrayi.impl.QueryAnswer.of(Env, Set, Set) QueryAnswer.java","67","0"
"mb.p_raffrayi.impl.QueryAnswer.of(Env, Iterable, Iterable) QueryAnswer.java","67","0"
"mb.scopegraph.ecoop21.ResolutionInterpreter$1$$Lambda$1015.apply(Object)","67","14"
"mb.scopegraph.ecoop21.ResolutionInterpreter$Store.store(RVar, IFuture) ResolutionInterpreter.java","66","0"
"io.usethesource.capsule.core.trie.MapNodeResult.updated(Object) MapNodeResult.java","66","66"
"mb.nabl2.terms.matching.ConsPattern.lambda$1(ISubstitution$Transient, IUnifier$Immutable, Pattern$Eqs, IConsTerm) ConsPattern.java","66","0"
"org.metaborg.util.collection.MultiSet$Transient.remove(Object) MultiSet.java","66","0"
"io.usethesource.capsule.core.PersistentTrieSet$AbstractTransientTrieSet.keyIterator() PersistentTrieSet.java","66","29"
"io.usethesource.capsule.core.AbstractTrieSetMultimap$SetMultimapTupleIterator.<init>(MultimapNode, BiFunction) AbstractTrieSetMultimap.java","65","6"
"mb.p_raffrayi.actors.impl.Actor.hashCode() Actor.java","64","64"
"mb.p_raffrayi.impl.tokens.CloseScope.computeHashCode() CloseScope.java","64","0"
"mb.p_raffrayi.impl.AbstractUnit.reply(IProcess, IProcess, int, Set) AbstractUnit.java","64","5"
"mb.nabl2.terms.substitution.PersistentSubstitution$Immutable.put(ITermVar, ITerm) PersistentSubstitution.java","64","0"
"mb.statix.constraints.CExists$$Lambda$604.apply(Object)","63","2"
"java.util.ArrayList.iterator() ArrayList.java","63","63"
"java.util.HashSet.contains(Object) HashSet.java","63","34"
"mb.nabl2.terms.matching.TermMatch$M.lambda$131(Function1, ITerm, IUnifier) TermMatch.java","63","0"
"com.sun.proxy.$Proxy2._deadlockQuery(IProcess, int, IProcess)","63","0"
"mb.p_raffrayi.impl.AbstractUnit.query(Object, Object, int) AbstractUnit.java","63","0"
"mb.p_raffrayi.impl.AbstractUnit.query(IProcess, IProcess, int) AbstractUnit.java","63","0"
"io.usethesource.capsule.core.PersistentTrieMap$BitmapIndexedMapNode.copyAndSetNode(AtomicReference, int, PersistentTrieMap$AbstractMapNode) PersistentTrieMap.java","63","24"
"java.util.LinkedList.push(Object) LinkedList.java","62","62"
"mb.statix.concurrent.StatixSolver$$Lambda$632.get$Lambda(StatixSolver, CriticalEdge)","62","36"
"mb.statix.constraints.CExists.lambda$2(Action1, ITermVar) CExists.java","61","3"
"mb.nabl2.terms.substitution.PersistentSubstitution$Immutable.of(ITermVar, ITerm) PersistentSubstitution.java","61","0"
"io.usethesource.capsule.Set$Immutable.subtract(Set$Immutable, Set$Immutable) Set.java","60","1"
"java.util.ArrayList.add(Object) ArrayList.java","60","60"
"mb.scopegraph.oopsla20.terms.newPath.ScopePath.hashCode() ScopePath.java","60","5"
"mb.statix.concurrent.StatixSolver.lambda$6(IState$Immutable, IDebugContext, IDebugContext, IConstraint, IState$Immutable, SolverResult) StatixSolver.java","60","0"
"mb.statix.concurrent.StatixSolver$$Lambda$1094.apply(Object)","60","0"
"mb.statix.solver.persistent.ASolverResult$$Lambda$1062.test(Object)","60","60"
"mb.statix.concurrent.StatixSolver.fail(IConstraint) StatixSolver.java","59","0"
"mb.nabl2.terms.build.ITermBuild.newTuple(ITerm[]) ITermBuild.java","59","0"
"io.usethesource.capsule.core.AbstractTrieSetMultimap$AbstractSetMultimapIterator.<init>(MultimapNode) AbstractTrieSetMultimap.java","58","25"
"com.sun.proxy.$Proxy2._deadlockReply(IProcess, int, Set)","58","29"
"com.google.common.collect.Iterators$ConcatenatedIterator.hasNext() Iterators.java","58","58"
"mb.statix.constraints.CUser.withCause(IConstraint) CUser.java","57","14"
"mb.nabl2.terms.matching.TermPattern$P.lambda$6(Predicate1, ITermVar) TermPattern.java","57","13"
"mb.nabl2.terms.matching.TermPattern$P$$Lambda$893.apply(Object)","57","0"
"java.util.HashSet.iterator() HashSet.java","57","54"
"mb.statix.solver.completeness.Completeness.get(ITerm, IUnifier) Completeness.java","57","0"
"mb.nabl2.terms.Terms$CaseBuilder$1.caseString(IStringTerm) Terms.java","56","0"
"mb.p_raffrayi.nameresolution.tracing.ExtQuerySet$Builder.build() ExtQuerySet.java","56","0"
"mb.p_raffrayi.impl.tokens.AQuery.of(IActorRef, IScopePath, IQuery, DataWf, DataLeq, IFuture) AQuery.java","56","1"
"mb.nabl2.terms.unification.ud.PersistentUniDisunifier$Immutable.varSet() PersistentUniDisunifier.java","56","56"
"io.usethesource.capsule.factory.DefaultSetFactory$$Lambda$7.get$Lambda(DefaultSetFactory)","56","0"
"mb.statix.concurrent.ProjectTypeChecker.lambda$0(IIncrementalTypeCheckerContext, Scope, Optional) ProjectTypeChecker.java","55","0"
"mb.statix.concurrent.ProjectTypeChecker$$Lambda$483.apply(Object)","55","0"
"java.lang.ThreadLocal.get() ThreadLocal.java","55","37"
"mb.nabl2.terms.build.AIntTerm.match(ITerm$Cases) AIntTerm.java","55","26"
"mb.statix.constraints.CConj.withCause(IConstraint) CConj.java","55","19"
"mb.nabl2.terms.matching.ConsPattern.getVars() ConsPattern.java","55","12"
"mb.nabl2.terms.build.Attachments.get(Class) Attachments.java","55","55"
"mb.nabl2.terms.stratego.ATermOrigin.get(ITerm) ATermOrigin.java","55","0"
"mb.nabl2.terms.stratego.ATermOrigin.get(IAttachments) ATermOrigin.java","55","0"
"java.util.regex.Pattern$Ques.match(Matcher, int, CharSequence) Pattern.java","55","55"
"io.usethesource.capsule.core.PersistentTrieMap$BitmapIndexedMapNode.hasPayload() PersistentTrieMap.java","55","55"
"mb.nabl2.terms.Terms.cases(Function1, Function1, Function1, Function1, Function1, Function1) Terms.java","55","23"
"mb.statix.solver.query.QueryMin.unsafeApply(ISubstitution$Immutable) QueryMin.java","55","0"
"mb.p_raffrayi.impl.tokens.Query.<init>(IActorRef, IScopePath, DataWf, IFuture) Query.java","54","18"
"mb.p_raffrayi.impl.tokens.Query.of(IActorRef, IScopePath, DataWf, IFuture) Query.java","54","0"
"io.usethesource.capsule.core.PersistentTrieMap$BitmapIndexedMapNode.copyAndMigrateFromNodeToInline(AtomicReference, int, PersistentTrieMap$AbstractMapNode) PersistentTrieMap.java","54","44"
"mb.nabl2.terms.matching.PatternAs.asTerm(Action2, Function1) PatternAs.java","54","0"
"io.usethesource.capsule.core.PersistentTrieMap$CompactMapNode.mergeTwoKeyValPairs(Object, Object, int, Object, Object, int, int) PersistentTrieMap.java","54","38"
"io.usethesource.capsule.core.PersistentTrieSet.transientOf() PersistentTrieSet.java","54","0"
"mb.scopegraph.oopsla20.terms.newPath.ScopePath$Path.hashCode() ScopePath.java","54","9"
"mb.nabl2.terms.matching.StringPattern.lambda$0(IStringTerm) StringPattern.java","53","53"
"mb.nabl2.terms.matching.StringPattern$$Lambda$1019.apply(Object)","53","0"
"mb.statix.concurrent.StatixSolver$1.<init>(StatixSolver, int) StatixSolver.java","53","53"
"mb.p_raffrayi.actors.impl.Actor$$Lambda$449.get$Lambda(Actor, IActorInternal, Method, Object[], Action2)","53","53"
"mb.nabl2.terms.build.Appl2Term.of(String, ITerm, ITerm) Appl2Term.java","53","53"
"mb.statix.constraints.CTellEdge.unsafeApply(ISubstitution$Immutable) CTellEdge.java","53","1"
"mb.nabl2.terms.unification.u.BaseUnifier$$Lambda$983.<init>(BaseUnifier, Set, Map)","53","0"
"mb.nabl2.terms.unification.u.BaseUnifier$$Lambda$983.get$Lambda(BaseUnifier, Set, Map)","53","0"
"mb.nabl2.terms.build.AConsTerm.isGround() AConsTerm.java","52","15"
"java.util.stream.ReferencePipeline.flatMap(Function) ReferencePipeline.java","52","52"
"mb.scopegraph.ecoop21.ResolutionInterpreter$1.lambda$2(ScopePath, Object, Tuple2) ResolutionInterpreter.java","52","5"
"java.lang.String.replace(char, char) String.java","52","52"
"java.util.HashMap.<init>() HashMap.java","52","52"
"org.metaborg.util.future.CompletableFuture.completedFuture(Object) CompletableFuture.java","52","37"
"mb.statix.solver.completeness.Completeness.entrySet() Completeness.java","52","0"
"org.metaborg.util.collection.MultiSetMap.entrySet() MultiSetMap.java","52","7"
"mb.nabl2.terms.unification.u.PersistentUnifier$Immutable.reps() PersistentUnifier.java","52","52"
"mb.p_raffrayi.impl.Broker.lambda$1(IActor) Broker.java","52","0"
"mb.p_raffrayi.impl.Broker$$Lambda$442.apply(Object)","52","0"
"mb.p_raffrayi.impl.AbstractUnit.countWaitingFor(IWaitFor, IActorRef) AbstractUnit.java","51","15"
"mb.nabl2.terms.build.Appl1Term$Builder.build() Appl1Term.java","51","4"
"mb.statix.constraints.CTrue.match(IConstraint$Cases) CTrue.java","51","51"
"mb.statix.constraints.CTellEdge.unsafeApply(ISubstitution$Immutable) CTellEdge.java","51","0"
"mb.nabl2.terms.substitution.PersistentSubstitution$$Lambda$512.get$Lambda(PersistentSubstitution)","51","19"
"io.usethesource.capsule.core.trie.MapNodeResult.getReplacedValue() MapNodeResult.java","51","36"
"io.usethesource.capsule.core.PersistentTrieSet$$Lambda$305.equals(Object, Object)","50","40"
"io.usethesource.capsule.core.PersistentTrieSet.__retainAll(Set) PersistentTrieSet.java","50","0"
"mb.scopegraph.oopsla20.reference.EdgeOrData$Data.hashCode() EdgeOrData.java","50","50"
"mb.nabl2.terms.matching.TermMatch$M.string(Function1) TermMatch.java","50","29"
"com.google.common.collect.Lists.newArrayList(Object[]) Lists.java","50","50"
"mb.nabl2.terms.substitution.FreshVars.<init>(Set[]) FreshVars.java","50","0"
"mb.statix.constraints.CTellEdge.apply(ISubstitution$Immutable) CTellEdge.java","50","0"
"mb.statix.constraints.CTellEdge.apply(ISubstitution$Immutable) CTellEdge.java","50","0"
"mb.nabl2.terms.unification.u.PersistentUnifier$Immutable$Unify.lambda$6(IApplTerm, IApplTerm) PersistentUnifier.java","50","14"
"mb.nabl2.terms.unification.u.PersistentUnifier$Immutable$Unify$$Lambda$801.apply(Object)","50","0"
"mb.p_raffrayi.impl.Broker$UnitContext.scopeId(Object) Broker.java","50","19"
"mb.scopegraph.oopsla20.reference.EdgeOrData$Data.equals(Object) EdgeOrData.java","50","50"
"io.usethesource.capsule.Set$Immutable.intersect(Set$Immutable, Set$Immutable) Set.java","50","0"
"mb.nabl2.terms.substitution.Renaming.asMap() Renaming.java","50","12"
"mb.nabl2.terms.unification.u.BaseUnifier.lambda$13(Set, Map, ITermVar) BaseUnifier.java","49","0"
"mb.nabl2.terms.unification.u.BaseUnifier$$Lambda$1027.apply(Object)","49","0"
"java.lang.StringBuilder.toString() StringBuilder.java","49","49"
"mb.nabl2.terms.unification.u.PersistentUnifier$Immutable$Unify$$Lambda$802.get$Lambda(PersistentUnifier$Immutable$Unify, IApplTerm)","49","49"
"mb.statix.spec.ApplyResult.of(Optional, IConstraint, ICompleteness$Immutable) ApplyResult.java","49","43"
"mb.statix.solver.completeness.ICompleteness$Transient$$Lambda$664.<init>(ICompleteness$Transient, IUnifier)","49","49"
"mb.statix.solver.completeness.ICompleteness$Transient$$Lambda$664.get$Lambda(ICompleteness$Transient, IUnifier)","49","0"
"mb.nabl2.terms.build.TermVar.builder() TermVar.java","49","28"
"mb.statix.solver.store.BaseConstraintStore.lambda$4(ImmutableMap$Builder, Multimap, Multimap, IConstraint) BaseConstraintStore.java","49","0"
"mb.statix.solver.store.BaseConstraintStore$$Lambda$616.accept(Object)","49","0"
"io.usethesource.capsule.core.PersistentTrieMap$TransientTrieMap$3.iterator() PersistentTrieMap.java","48","30"
"mb.nabl2.terms.substitution.Renaming$Builder.build() Renaming.java","48","32"
"mb.statix.constraints.Constraints.visitFreeVars(Iterable, Action1) Constraints.java","48","0"
"mb.p_raffrayi.impl.ScopeGraphLibraryUnit._query(IActorRef, ScopePath, IQuery, DataWf, DataLeq) ScopeGraphLibraryUnit.java","48","11"
"java.util.Spliterators$EmptySpliterator.characteristics() Spliterators.java","48","48"
"mb.nabl2.terms.matching.TermPattern$P.lambda$1(Predicate1, IApplTerm) TermPattern.java","48","0"
"mb.nabl2.terms.matching.TermPattern$P$$Lambda$885.apply(Object)","48","0"
"mb.p_raffrayi.impl.Broker$UnitContext.owner(Object) Broker.java","47","0"
"mb.p_raffrayi.impl.TypeCheckerUnit.lambda$2(Object, ICompletableFuture, Object, Throwable) TypeCheckerUnit.java","47","0"
"mb.p_raffrayi.impl.TypeCheckerUnit$$Lambda$1109.apply(Object, Object)","47","0"
"org.metaborg.util.collection.MultiSetMap$Transient.remove(Object, Object) MultiSetMap.java","47","0"
"io.usethesource.capsule.core.PersistentTrieSet$CompactMixedSetNode.nodeMap() PersistentTrieSet.java","47","15"
"mb.nabl2.terms.matching.TermMatch$M.lambda$45(Function3, IApplTerm, Object, Object) TermMatch.java","47","0"
"mb.nabl2.terms.matching.TermMatch$M$$Lambda$118.apply(Object, Object)","47","0"
"mb.nabl2.terms.stratego.ATermIndex$$Lambda$1053.apply(Object, Object, Object)","47","47"
"org.metaborg.util.optionals.Optionals.lift(Optional, Optional, Function2) Optionals.java","47","0"
"mb.scopegraph.oopsla20.reference.Env.of(ResolutionPath) Env.java","47","0"
"mb.nabl2.terms.unification.u.PersistentUnifier$Immutable.rename(IRenaming) PersistentUnifier.java","47","5"
"org.metaborg.util.collection.CapsuleUtil.filter(Map$Transient, Predicate1) CapsuleUtil.java","46","0"
"mb.nabl2.terms.build.Appl2Term.getArg1() Appl2Term.java","46","46"
"mb.statix.spec.Rule$Builder.params(Iterable) Rule.java","46","46"
"mb.scopegraph.ecoop21.ResolutionInterpreter$1$$Lambda$967.get$Lambda(ResolutionInterpreter$1, ScopePath, RExp, ResolutionInterpreter$Store, ICancel)","45","45"
"mb.nabl2.terms.build.TermVar.of(String, String) TermVar.java","45","18"
"mb.p_raffrayi.nameresolution.tracing.ExtQuerySet$Builder.addAllPredicateQueries(Iterable) ExtQuerySet.java","45","0"
"io.usethesource.capsule.core.PersistentTrieMap$TransientTrieMap$3$1.hasNext() PersistentTrieMap.java","45","4"
"com.google.common.collect.ImmutableList$Builder.add(Object) ImmutableList.java","45","45"
"java.util.Collections$UnmodifiableCollection.iterator() Collections.java","45","45"
"com.google.common.collect.Sets$3.iterator() Sets.java","45","45"
"mb.p_raffrayi.impl.Broker.run() Broker.java","44","0"
"mb.p_raffrayi.impl.TypeCheckerUnit.ifActive(IFuture) TypeCheckerUnit.java","44","31"
"com.google.common.collect.ImmutableMap.copyOf(Map) ImmutableMap.java","44","44"
"mb.nabl2.terms.unification.ud.PersistentUniDisunifier$Immutable.freshVarProvider(IUnifier$Immutable) PersistentUniDisunifier.java","44","10"
"mb.statix.constraints.CFalse.withCause(IConstraint) CFalse.java","43","0"
"mb.statix.constraints.CFalse.withCause(IConstraint) CFalse.java","43","43"
"org.metaborg.util.collection.MultiSet.isEmpty() MultiSet.java","43","20"
"mb.statix.concurrent.StatixSolver$1$$Lambda$780.apply(Object)","43","9"
"com.google.common.base.Preconditions.checkNotNull(Object) Preconditions.java","43","43"
"io.usethesource.capsule.core.PersistentTrieMap$TransientTrieMap.entryIterator() PersistentTrieMap.java","43","0"
"io.usethesource.capsule.core.PersistentTrieMap$TransientTrieMap$TransientMapEntryIterator.<init>(PersistentTrieMap$TransientTrieMap) PersistentTrieMap.java","43","15"
"mb.nabl2.terms.matching.ConsPattern.getVars() ConsPattern.java","43","8"
"mb.statix.concurrent.StatixSolver.lambda$26(ITermVar) StatixSolver.java","43","20"
"mb.statix.concurrent.StatixSolver$$Lambda$636.test(Object)","43","0"
"mb.scopegraph.oopsla20.terms.newPath.ScopePath$Path.<init>(ScopePath$Path, Object, Object) ScopePath.java","43","43"
"org.metaborg.util.future.CompletableFuture.handle(CheckedFunction2) CompletableFuture.java","43","11"
"io.usethesource.capsule.core.PersistentTrieMap$CompactMixedMapNode.nodeMap() PersistentTrieMap.java","43","43"
"mb.nabl2.terms.Terms$CaseBuilder.otherwise(Function1) Terms.java","43","8"
"mb.statix.constraints.CUser.withCause(IConstraint) CUser.java","43","33"
"org.metaborg.util.collection.MultiSet$Immutable.add(Object, int) MultiSet.java","43","0"
"org.metaborg.util.collection.MultiSet$Immutable.add(Object) MultiSet.java","43","0"
"mb.statix.concurrent.StatixSolver$$Lambda$636.<init>(StatixSolver)","43","37"
"mb.statix.concurrent.StatixSolver$$Lambda$636.get$Lambda(StatixSolver)","43","0"
"mb.nabl2.terms.matching.TermMatch$M$$Lambda$86.apply(Object)","42","42"
"com.google.common.math.IntMath.isPowerOfTwo(int) IntMath.java","42","42"
"mb.nabl2.terms.build.ANilTerm.matchOrThrow(IListTerm$CheckedCases) ANilTerm.java","42","0"
"mb.nabl2.terms.ListTerms$3.caseNil(INilTerm) ListTerms.java","42","0"
"mb.nabl2.terms.unification.u.PersistentUnifier$Immutable$Unify$$Lambda$817.apply(Object)","42","5"
"mb.nabl2.terms.build.ANilTerm.match(IListTerm$Cases) ANilTerm.java","42","2"
"org.metaborg.util.collection.MultiSetMap$Immutable.retainAll(Set) MultiSetMap.java","42","0"
"mb.nabl2.terms.build.AStringTerm.visitVars(Action1) AStringTerm.java","42","42"
"mb.statix.solver.completeness.Completeness$Transient$$Lambda$564.accept(Object)","42","22"
"mb.nabl2.terms.unification.ud.PersistentUniDisunifier$Immutable.lambda$7(Ref, IUnifier$Immutable) PersistentUniDisunifier.java","41","0"
"mb.nabl2.terms.unification.ud.PersistentUniDisunifier$Immutable$$Lambda$578.apply()","41","0"
"mb.statix.spec.RuleUtil.lambda$13(PreSolvedConstraint, MultiSet$Transient, ITermVar) RuleUtil.java","41","0"
"mb.statix.spec.RuleUtil$$Lambda$882.test(Object)","41","0"
"mb.nabl2.terms.unification.u.PersistentUnifier$Immutable.rename(IRenaming) PersistentUnifier.java","41","30"
"mb.nabl2.terms.build.AApplTerm.<init>() AApplTerm.java","41","41"
"mb.nabl2.terms.matching.Pattern.lambda$2(ImmutableList$Builder, ISubstitution$Immutable, ITermVar, ITerm) Pattern.java","41","0"
