"Method","Time (ms)","Own Time (ms)"
"mb.p_raffrayi.impl.AbstractUnit.doStableFreshScope(String, Iterable, boolean) AbstractUnit.java","6","0"
"mb.p_raffrayi.impl.TypeCheckerUnit.stableFreshScope(String, Iterable, boolean) TypeCheckerUnit.java","6","0"
"mb.statix.concurrent.AbstractTypeChecker.makeSharedScope(ITypeCheckerContext, String) AbstractTypeChecker.java","6","0"
"mb.p_raffrayi.impl.TypeCheckerUnit.dependentSet() TypeCheckerUnit.java","6","2"
"mb.nabl2.terms.build.AbstractTerm.<init>() AbstractTerm.java","6","6"
"mb.nabl2.terms.build.AStringTerm.<init>() AStringTerm.java","6","0"
"mb.statix.solver.completeness.Completeness$Transient$$Lambda$593.<init>(Completeness$Transient, Map$Entry, Set$Transient)","6","6"
"mb.statix.solver.completeness.Completeness$Transient$$Lambda$593.get$Lambda(Completeness$Transient, Map$Entry, Set$Transient)","6","0"
"io.usethesource.capsule.core.PersistentTrieMap$CompactMapNode.index(int, int) PersistentTrieMap.java","6","6"
"mb.statix.spec.Rule$Builder.<init>(Rule$Builder) Rule.java","6","6"
"mb.statix.constraints.CExists.match(IConstraint$Cases) CExists.java","6","0"
"mb.nabl2.terms.build.Appl4Term.of(String, ITerm, ITerm, ITerm, ITerm) Appl4Term.java","6","1"
"mb.statix.solver.completeness.Completeness.isEmpty() Completeness.java","6","6"
"mb.nabl2.terms.build.ApplTerm.<init>(ApplTerm$Builder) ApplTerm.java","6","0"
"mb.nabl2.terms.build.ApplTerm.<init>(ApplTerm$Builder, ApplTerm) ApplTerm.java","6","0"
"mb.nabl2.terms.build.ApplTerm$Builder.build() ApplTerm.java","6","0"
"org.metaborg.util.tuple.Tuple3.of(Object, Object, Object) Tuple3.java","6","6"
"mb.p_raffrayi.impl.TypeCheckerUnit.add(String, IScopeGraphLibrary, List) TypeCheckerUnit.java","6","0"
"mb.statix.concurrent.AbstractTypeChecker.runLibraries(ITypeCheckerContext, Map, Scope) AbstractTypeChecker.java","6","0"
"io.usethesource.capsule.core.PersistentTrieMap$BitmapIndexedMapNode.hasNodes() PersistentTrieMap.java","6","6"
"java.util.stream.Collectors.toSet() Collectors.java","6","6"
"com.google.common.collect.ImmutableMultiset$Builder.build() ImmutableMultiset.java","6","6"
"mb.p_raffrayi.impl.StateCapture$Builder.build() StateCapture.java","6","0"
"mb.nabl2.terms.build.Appl3Term.getAttachments() Appl3Term.java","6","6"
"mb.statix.constraints.CUser.cause() CUser.java","6","6"
"com.google.common.collect.LinkedListMultimap.remove(Object, Object) LinkedListMultimap.java","6","6"
"com.google.common.collect.HashBiMap.put(Object, Object) HashBiMap.java","6","6"
"mb.nabl2.terms.Terms$1.caseString(IStringTerm) Terms.java","6","6"
"java.util.stream.Stream.of(Object) Stream.java","6","6"
"mb.statix.concurrent.StatixSolver.lambda$21(ITerm) StatixSolver.java","6","0"
"mb.statix.concurrent.StatixSolver$$Lambda$546.apply(Object)","6","0"
"mb.nabl2.terms.unification.ud.Diseq.freeVarSet() Diseq.java","6","6"
"mb.nabl2.terms.build.TermVar$InitShim.getAttachments() TermVar.java","6","6"
"mb.statix.spec.ApplyResult.<init>(Optional, IConstraint, ICompleteness$Immutable) ApplyResult.java","6","6"
"mb.scopegraph.ecoop21.ResolutionInterpreter$1$$Lambda$994.get$Lambda(ResolutionInterpreter$1, ScopePath, ICancel)","5","5"
"mb.p_raffrayi.impl.AbstractUnit.doFinish(IFuture) AbstractUnit.java","5","0"
"mb.p_raffrayi.impl.tokens.TypeCheckerResult.of(IActorRef, ICompletableFuture) TypeCheckerResult.java","5","5"
"mb.statix.constraints.CConj.hashCode() CConj.java","5","5"
"mb.statix.constraints.CExists.hashCode() CExists.java","5","0"
"mb.p_raffrayi.impl.WaitForGraph$$Lambda$455.apply(Object)","5","5"
"mb.statix.solver.persistent.SolverResult.messages() SolverResult.java","5","0"
"mb.statix.solver.persistent.SolverResult.messages() SolverResult.java","5","5"
"com.google.common.collect.CollectSpliterators$1FlatMapSpliterator.characteristics() CollectSpliterators.java","5","5"
"io.usethesource.capsule.core.PersistentTrieMap$CompactMixedMapNode.dataMap() PersistentTrieMap.java","5","5"
"mb.nabl2.terms.build.Appl2Term.getArg0() Appl2Term.java","5","5"
"mb.scopegraph.oopsla20.terms.newPath.ScopePath$PathIterator.next() ScopePath.java","5","0"
"mb.scopegraph.oopsla20.terms.newPath.ScopePath$PathIterator.next() ScopePath.java","5","0"
"mb.scopegraph.oopsla20.terms.path.Paths.edge(Object, Object, Object) Paths.java","5","0"
"io.usethesource.capsule.core.AbstractTrieSetMultimap$AbstractSetMultimapIterator.hasNext() AbstractTrieSetMultimap.java","5","0"
"io.usethesource.capsule.core.PersistentTrieSetMultimap$AbstractSetMultimapNode$1.size() PersistentTrieSetMultimap.java","5","0"
"io.usethesource.capsule.core.PersistentTrieSetMultimap$BitmapIndexedSetMultimapNode.payloadArity(EitherSingletonOrCollection$Type) PersistentTrieSetMultimap.java","5","0"
"io.usethesource.capsule.core.PersistentTrieSetMultimap$CompactMixedSetMultimapNode.collMap() PersistentTrieSetMultimap.java","5","0"
"io.usethesource.capsule.core.PersistentTrieSetMultimap$CompactMixedSetMultimapNode.dataMap() PersistentTrieSetMultimap.java","5","0"
"io.usethesource.capsule.core.PersistentTrieSetMultimap$CompactMixedSetMultimapNode.rawMap2() PersistentTrieSetMultimap.java","5","5"
"mb.statix.constraints.CTrue.apply(ISubstitution$Immutable) CTrue.java","5","5"
"mb.statix.constraints.CTry.cause() CTry.java","5","5"
"mb.statix.constraints.Constraints$1.caseExists(CExists) Constraints.java","5","0"
"mb.statix.spec.PreSolvedConstraint.lambda$14(Function1, AtomicBoolean, Map, Deque, ICompleteness$Transient, IUniDisunifier$Transient, CExists) PreSolvedConstraint.java","5","0"
"mb.statix.spec.PreSolvedConstraint$$Lambda$850.apply(Object)","5","0"
"mb.statix.spec.PreSolvedConstraint$$Lambda$875.apply(Object)","5","0"
"io.usethesource.capsule.core.PersistentTrieMap$TransientTrieMap$$Lambda$365.equals(Object, Object)","5","0"
"io.usethesource.capsule.factory.DefaultSetFactory$$Lambda$7.<init>(DefaultSetFactory)","5","0"
"mb.statix.solver.persistent.AState.__scopes() AState.java","5","5"
"io.usethesource.capsule.core.PersistentTrieSet$$Lambda$553.equals(Object, Object)","5","5"
"java.util.concurrent.atomic.AtomicBoolean.compareAndSet(boolean, boolean) AtomicBoolean.java","5","5"
"mb.statix.solver.persistent.SolverResult$InitShim.totalSolved() SolverResult.java","5","0"
"mb.nabl2.terms.build.Appl1Term.getAttachments() Appl1Term.java","5","5"
"com.google.common.collect.RegularImmutableSet.contains(Object) RegularImmutableSet.java","5","0"
"java.util.stream.Stream.empty() Stream.java","5","5"
"java.util.concurrent.atomic.AtomicInteger.decrementAndGet() AtomicInteger.java","5","5"
"com.google.common.collect.ImmutableMap$Builder.build() ImmutableMap.java","5","5"
"org.metaborg.util.collection.MultiSetMap$Immutable$$Lambda$778.get$Lambda(Set)","5","5"
"mb.statix.constraints.CExists.<init>(Iterable, IConstraint, IConstraint, ICompleteness$Immutable) CExists.java","5","0"
"mb.statix.concurrent.StatixSolver$$Lambda$1094.get$Lambda(IState$Immutable, IDebugContext, IDebugContext, IConstraint, IState$Immutable)","5","5"
"mb.p_raffrayi.impl.Broker.startWatcherThread() Broker.java","5","0"
"mb.nabl2.terms.unification.ud.Diseq.isEmpty() Diseq.java","4","4"
"mb.statix.solver.StateUtil$$Lambda$863.apply(Object)","4","4"
"mb.p_raffrayi.impl.AbstractUnit.dependentSet() AbstractUnit.java","4","0"
"mb.p_raffrayi.impl.WaitForGraph.dependencies() WaitForGraph.java","4","4"
"mb.nabl2.terms.build.Appl4Term.<init>(String, ITerm, ITerm, ITerm, ITerm) Appl4Term.java","4","4"
"mb.statix.solver.completeness.Completeness$Transient.lambda$4(MultiSet$Immutable, ITerm) Completeness.java","4","0"
"mb.statix.solver.completeness.Completeness$Transient$$Lambda$762.accept(Object)","4","0"
"io.usethesource.capsule.util.collection.MapEntry.getValue() AbstractSpecialisedImmutableMap.java","4","4"
"java.util.AbstractList.iterator() AbstractList.java","4","4"
"mb.p_raffrayi.impl.UnitResult.<init>(UnitResult$Builder) UnitResult.java","4","0"
"mb.p_raffrayi.impl.UnitResult.<init>(UnitResult$Builder, UnitResult) UnitResult.java","4","0"
"mb.p_raffrayi.impl.UnitResult$Builder.build() UnitResult.java","4","0"
"mb.statix.constraints.CConj.apply(IRenaming) CConj.java","4","0"
"mb.statix.constraints.CConj.apply(IRenaming) CConj.java","4","0"
"mb.nabl2.terms.matching.NilPattern.lambda$2(Pattern$Eqs, ITermVar) NilPattern.java","4","4"
"mb.nabl2.terms.matching.NilPattern$$Lambda$733.apply(Object)","4","0"
"mb.statix.solver.completeness.Completeness.lambda$0(ITerm) Completeness.java","4","0"
"mb.statix.solver.completeness.Completeness$$Lambda$533.apply(Object)","4","0"
"org.metaborg.util.collection.MultiSetMap.get(Object) MultiSetMap.java","4","4"
"mb.nabl2.terms.build.AAppl0Term.hashCode() AAppl0Term.java","4","0"
"java.lang.Math.max(int, int) Math.java","4","4"
"ch.qos.logback.classic.Logger.isTraceEnabled() Logger.java","4","4"
"org.metaborg.util.log.AbstractLogger.trace(String, Object[]) AbstractLogger.java","4","0"
"org.metaborg.util.log.MetaborgLogger.traceEnabled() MetaborgLogger.java","4","0"
"java.text.StringCharacterIterator.<init>(String) StringCharacterIterator.java","4","4"
"mb.p_raffrayi.actors.impl.Actor.add(String, TypeTag, Function1) Actor.java","4","0"
"mb.p_raffrayi.actors.impl.ActorSystem.escapeId(String) ActorSystem.java","4","0"
"mb.p_raffrayi.actors.impl.ActorSystem$ActorContext.add(IActorInternal, String, TypeTag) ActorSystem.java","4","0"
"mb.p_raffrayi.impl.TypeCheckerUnit.add(String, ITypeChecker, List, boolean) TypeCheckerUnit.java","4","0"
"mb.statix.concurrent.AbstractTypeChecker.runUnits(ITypeCheckerContext, Map, List) AbstractTypeChecker.java","4","0"
"mb.p_raffrayi.actors.impl.Actor$$Lambda$448.get$Lambda(Actor, IActorInternal, Method, ICompletableFuture)","4","4"
"mb.statix.solver.persistent.State$InitShim.resource() State.java","4","4"
"mb.p_raffrayi.impl.StateCapture.builder() StateCapture.java","4","0"
"mb.p_raffrayi.impl.StateCapture$Builder.<init>() StateCapture.java","4","4"
"mb.p_raffrayi.impl.StateCapture$Builder.<init>(StateCapture$Builder) StateCapture.java","4","0"
"mb.statix.constraints.CExists.withCause(IConstraint) CExists.java","4","0"
"mb.p_raffrayi.impl.tokens.ATypeCheckerState.hashCode() ATypeCheckerState.java","4","0"
"mb.statix.solver.persistent.AState.<init>() AState.java","4","4"
"mb.nabl2.terms.substitution.Renaming.apply(ITerm) Renaming.java","4","0"
"mb.nabl2.terms.substitution.Renaming.lambda$0(IApplTerm) Renaming.java","4","0"
"mb.nabl2.terms.substitution.Renaming$$Lambda$977.apply(Object)","4","0"
"mb.nabl2.terms.substitution.Renaming$$Lambda$988.apply(Object)","4","2"
"mb.nabl2.terms.substitution.Renaming$$Lambda$989.apply(Object)","4","0"
"java.util.concurrent.CompletableFuture.complete(Object) CompletableFuture.java","4","4"
"mb.p_raffrayi.actors.impl.Actor.doChildStopped(IActorInternal, Throwable) Actor.java","4","0"
"mb.p_raffrayi.actors.impl.Actor.lambda$11(IActorInternal, Throwable) Actor.java","4","0"
"mb.p_raffrayi.actors.impl.Actor.stopIfNoMoreChildren() Actor.java","4","0"
"mb.p_raffrayi.actors.impl.Actor$$Lambda$1150.dispatch()","4","0"
"mb.p_raffrayi.actors.impl.ActorSystem._childStopped(IActorInternal, Throwable) ActorSystem.java","4","0"
"mb.p_raffrayi.actors.impl.ActorSystem.completeIfDone() ActorSystem.java","4","0"
"mb.p_raffrayi.actors.impl.ActorSystem.doStop(Throwable) ActorSystem.java","4","0"
"org.metaborg.util.future.CompletableFuture$7.handle(Object, Throwable) CompletableFuture.java","4","0"
"ch.qos.logback.classic.Logger.debug(String) Logger.java","4","4"
"org.metaborg.util.log.AbstractLogger.debug(String) AbstractLogger.java","4","0"
"org.metaborg.util.log.MetaborgLogger.debug(String, Throwable) MetaborgLogger.java","4","0"
"mb.statix.solver.persistent.State$Builder.unifier(IUniDisunifier$Immutable) State.java","4","4"
"mb.nabl2.terms.build.AbstractApplTerm$$Lambda$316.get$Lambda(Set$Transient)","4","2"
"mb.statix.spec.ARule$$Lambda$548.apply(Object)","3","3"
"mb.nabl2.terms.unification.ud.PersistentUniDisunifier$Immutable.of() PersistentUniDisunifier.java","3","3"
"mb.statix.solver.persistent.AState.vars() AState.java","3","3"
"mb.statix.solver.store.BaseConstraintStore.<init>(IDebugContext) BaseConstraintStore.java","3","0"
"mb.statix.constraints.CTry.doVisitFreeVars(Action1) CTry.java","3","0"
"mb.statix.constraints.CTry.visitFreeVars(Action1) CTry.java","3","0"
"mb.statix.constraints.messages.Message.visitVars(Action1) Message.java","3","0"
"io.usethesource.capsule.core.PersistentTrieSet$BitmapIndexedSetNode.sizePredicate() PersistentTrieSet.java","3","3"
"mb.statix.constraints.CTellEdge.doVisitFreeVars(Action1) CTellEdge.java","3","0"
"mb.statix.constraints.CTellEdge.visitFreeVars(Action1) CTellEdge.java","3","0"
"mb.statix.constraints.CTellEdge$$Lambda$554.accept(Object)","3","0"
"mb.statix.solver.StateUtil$$Lambda$864.<init>(ImmutableList$Builder)","3","3"
"mb.statix.solver.StateUtil$$Lambda$864.get$Lambda(ImmutableList$Builder)","3","0"
"mb.p_raffrayi.impl.ScopeGraphLibraryWorker.canAnswer(Object) ScopeGraphLibraryWorker.java","3","3"
"java.util.concurrent.atomic.AtomicReference.set(Object) AtomicReference.java","3","3"
"com.google.common.collect.Count.<init>(int) Count.java","3","3"
"mb.nabl2.terms.matching.NilPattern$$Lambda$709.get$Lambda(NilPattern, Pattern$Eqs)","3","3"
"mb.statix.constraints.Constraints$$Lambda$862.get$Lambda(Action1)","3","3"
"mb.p_raffrayi.impl.AbstractUnit.isWaiting() AbstractUnit.java","3","3"
"mb.nabl2.terms.unification.u.BaseUnifier$$Lambda$972.<init>(BaseUnifier, Set, Map)","3","3"
"mb.nabl2.terms.unification.u.BaseUnifier$$Lambda$972.get$Lambda(BaseUnifier, Set, Map)","3","0"
"java.util.ArrayDeque.<init>() ArrayDeque.java","3","3"
"mb.nabl2.terms.ListTerms$CheckedCaseBuilder.otherwise(CheckedFunction1) ListTerms.java","3","3"
"com.google.common.collect.FluentIterable$3.iterator() FluentIterable.java","3","3"
"mb.scopegraph.oopsla20.reference.ScopeGraph$Immutable.<init>(Set$Immutable, Map$Immutable, Map$Immutable) ScopeGraph.java","3","3"
"mb.statix.concurrent.StatixSolver$ConstraintDataEquiv.<init>(Spec, Rule, Supplier, int) StatixSolver.java","3","0"
"mb.statix.constraints.CTrue.apply(IRenaming) CTrue.java","3","3"
"mb.scopegraph.regexp.impl.Symbol.hashCode() Symbol.java","3","3"
"mb.scopegraph.regexp.RegExpMatcher.hashCode() RegExpMatcher.java","3","0"
"mb.scopegraph.regexp.RegExpMatcher$State.hashCode() RegExpMatcher.java","3","0"
"mb.statix.constraints.CFalse.match(IConstraint$Cases) CFalse.java","3","0"
"mb.statix.constraints.Constraints$1.caseFalse(CFalse) Constraints.java","3","3"
"mb.nabl2.terms.matching.TermMatch$M.list(Function1) TermMatch.java","3","0"
"io.usethesource.capsule.util.stream.DefaultCollector.<init>(Supplier, BiConsumer, BinaryOperator, Function, Set) DefaultCollector.java","3","3"
"mb.nabl2.terms.unification.u.PersistentUnifier$Immutable$Unify$$Lambda$817.<init>(PersistentUnifier$Immutable$Unify, IListTerm)","3","0"
"mb.nabl2.terms.unification.u.PersistentUnifier$Immutable$Unify$$Lambda$817.get$Lambda(PersistentUnifier$Immutable$Unify, IListTerm)","3","0"
"mb.statix.solver.StateUtil$$Lambda$863.get$Lambda(ImmutableList$Builder)","3","3"
"mb.nabl2.terms.ListTerms$CaseBuilder.otherwise(Function1) ListTerms.java","2","0"
"mb.nabl2.terms.ListTerms$CaseBuilder$1.<init>(ListTerms$CaseBuilder, Function1) ListTerms.java","2","2"
"mb.nabl2.terms.matching.PatternVar.<init>() PatternVar.java","2","2"
"mb.statix.spec.PreSolvedConstraint.lambda$12(Deque, CConj) PreSolvedConstraint.java","2","0"
"mb.p_raffrayi.actors.impl.Actor._invokeDynamic() Actor.java","2","0"
"mb.p_raffrayi.actors.impl.Actor.async(IActorRef) Actor.java","2","0"
"mb.p_raffrayi.actors.impl.ActorSystem$ActorContext.async(IActorRef) ActorSystem.java","2","0"
"mb.statix.constraints.CAstId.unsafeApply(ISubstitution$Immutable) CAstId.java","2","0"
"mb.p_raffrayi.impl.ScopeGraphLibraryUnit.lambda$7(Query, IActorRef, IQueryAnswer, Throwable) ScopeGraphLibraryUnit.java","2","0"
"mb.p_raffrayi.impl.ScopeGraphLibraryUnit$$Lambda$1095.apply(Object, Object)","2","0"
"io.usethesource.capsule.core.PersistentTrieMap$CompactMapNode.nodeOf(AtomicReference, int, int, Object, Object) PersistentTrieMap.java","2","0"
"mb.nabl2.terms.matching.TermMatch$M$$Lambda$21.<init>(TermMatch$M, Function1)","2","2"
"mb.nabl2.terms.unification.u.PersistentUnifier$Immutable$Unify$$Lambda$801.get$Lambda(PersistentUnifier$Immutable$Unify, IApplTerm)","2","2"
"mb.p_raffrayi.impl.AbstractUnit$1$$Lambda$1090.get$Lambda(ILogger, Optional)","2","2"
"mb.nabl2.terms.build.TermVar$Builder.<init>() TermVar.java","2","2"
"mb.nabl2.terms.unification.u.PersistentUnifier$Immutable$Unify$$Lambda$660.get$Lambda(PersistentUnifier$Immutable$Unify, ITermVar)","2","2"
"mb.scopegraph.oopsla20.reference.EdgeOrData.<init>() EdgeOrData.java","2","2"
"mb.scopegraph.oopsla20.reference.EdgeOrData$Edge.<init>(Object) EdgeOrData.java","2","0"
"mb.scopegraph.oopsla20.reference.EdgeOrData$Edge.<init>(Object, EdgeOrData$Edge) EdgeOrData.java","2","0"
"mb.nabl2.terms.substitution.PersistentSubstitution$$Lambda$528.<init>(PersistentSubstitution)","2","2"
"io.usethesource.capsule.core.PersistentTrieSetMultimap$BitmapIndexedSetMultimapNode.canonicalize(AtomicReference, int, int) PersistentTrieSetMultimap.java","2","0"
"io.usethesource.capsule.core.PersistentTrieSetMultimap$BitmapIndexedSetMultimapNode.copyAndUpdateBitmaps(AtomicReference, int, int) PersistentTrieSetMultimap.java","2","2"
"java.util.stream.ReferencePipeline.map(Function) ReferencePipeline.java","2","2"
"mb.nabl2.terms.substitution.FreshVars.reset() FreshVars.java","2","0"
"io.usethesource.capsule.core.PersistentTrieSet$AbstractTransientTrieSet$$Lambda$368.equals(Object, Object)","2","2"
"mb.nabl2.terms.build.Appl0Term.builder() Appl0Term.java","2","2"
"mb.scopegraph.ecoop21.ResolutionInterpreter$1$$Lambda$997.<init>(ResolutionInterpreter$1, ScopePath, ICancel)","2","2"
"mb.statix.solver.log.NullDebugContext.subContext() NullDebugContext.java","2","2"
"mb.nabl2.terms.substitution.PersistentSubstitution.isEmpty() PersistentSubstitution.java","2","0"
"mb.nabl2.terms.build.Appl2Term$Builder.build() Appl2Term.java","2","2"
"com.google.common.collect.ImmutableMap.keySet() ImmutableMap.java","2","2"
"io.usethesource.capsule.core.PersistentTrieSet$BitmapIndexedSetNode.copyAndRemoveValue(AtomicReference, int) PersistentTrieSet.java","2","2"
"io.usethesource.capsule.core.PersistentTrieSetMultimap$BitmapIndexedSetMultimapNode$1.size() PersistentTrieSetMultimap.java","2","2"
"io.usethesource.capsule.core.trie.ArrayView.isEmpty() ArrayView.java","2","0"
"mb.nabl2.terms.unification.ud.BaseUniDisunifier$Transient.<init>(IUniDisunifier$Immutable) BaseUniDisunifier.java","2","2"
"java.lang.reflect.AccessibleObject.setAccessible(boolean) AccessibleObject.java","2","2"
"mb.nabl2.terms.matching.NilPattern$$Lambda$735.apply(Object)","2","2"
"mb.statix.constraints.CAstId.withCause(IConstraint) CAstId.java","2","2"
"mb.statix.concurrent.StatixSolver$$Lambda$934.<init>(StatixSolver, IConstraint, StatixSolver$K)","1","0"
"mb.statix.concurrent.StatixSolver$$Lambda$934.get$Lambda(StatixSolver, IConstraint, StatixSolver$K)","1","0"
